sentence,label
"given this , and the fact that there's no strong second banana character for sidney ( elise neal's role isn't nearly substantive enough to adequately fill rose mcgowan's shoes ) , it's no wonder why the roles for gale and dewey have been significantly augmented for this installment of the film .",1
"the film's mounting body count bears out the fact that * no * character is safe ( well , * almost * ) ; while in principal i applaud this bold policy , at some point you've got to be wondering about just how many characters will make it to the next sequel .",2
"taken the wrong way , all of this can be pretty hilarious , and for the first hour , it is , as reminiscing over the maroon tux i wore to my cousin's wedding wins out over the drama behind the non-stop 70's jokes .",2
"but after that , the film takes a somber , almost melodramatic tone , and it ceases poking fun and starts asking questions -- questions which , ultimately , are never answered to any degree of satisfaction .",0
"some of the scenes in the ghetto ring true , but much of it feels like a lighter version of scenes depicted in more intense inner-city films like "" boyz'n'hood "" ( 1991 ) and "" menace ii society "" ( 1993 ) . """,0
"the film is like a letter bomb to the democratic party , and even if you don't agree with beatty's liberal message about the unrequited duties of the federal government , it is hard to deny the impact the film has in exploring the monetary and moral debauchery that infests modern politics .",2
"redboy 13 plays it straight all the way , with the exception of van bavel's appearance ( s ) in the film as three supporting characters , a la peter sellers in strangelove ( one of the characters is even a wheelchair-bound mad scientist whose allegiance is with nazi germany ) .",1
"a darling of the festival circuit , redboy 13 is shot in 35mm cinemascope , has dozens of computer-generated effects ( they look kinda cheesy , but hey , this is an indie pic ) , and only really suffers during some hammy acting that wanders into leslie nielsen territory a few times .",1
"insurrection , which is the second film to feature strictly the next generation cast , introduces us to a race of people called the ba'ku ; the ba'ku are very old ( most of them are about three hundred years old ) , but they actually appear younger with age due to strange radiation in the rings of their planet .",2
"the son'a , who are horribly disfigured and rely on daily reconstructive surgery to be aesthetically acceptable , strike a deal with the federation to move the ba'ku elsewhere and exploit the secret to keep their race from dying .",2
"jonathan frakes , who also directed , is funny as commander riker ; a subplot with data ( brent spiner ) discovering his lost childhood is fairly interesting ; and abraham makes a perfect star trek villain , overacting like crazy .",2
"this is apparently the first star trek film to utilize computer animation , and the result is very pleasing to the eye : particularly in the climactic scenes , in which the son'a employ a giant space ship to suck up the rings of the ba'ku planet , the special effects have a clean , impressively sharp look .",2
